"MessageTraceId","Detail"
"261211e1-d093-4fa6-c78c-08dc6854a8d1","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"4ac3d013-f151-48cb-ef8e-08dc6854a893","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"daa37a6b-2b36-4d65-0829-08dc6854a85f","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"72400b15-b1ca-4af9-37c2-08dc6854a77f","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"437a3777-f3fa-4c4c-7c49-08dc6854a77a","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"58a0f49e-eaa7-45f0-6018-08dc6854a767","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"cbe98f58-6cfb-404b-6901-08dc6854a6bb","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"e768bccc-b780-4f73-4c75-08dc6854a657","Reason: [{LED=250 2.1.5 RESOLVER.GRP.Expanded; distribution list expanded};{MSG=};{FQDN=};{IP=};{LRT=}]"
"7e582aae-cf9c-4a52-1ed3-08dc6854a650","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"8c8d7467-f616-40a8-f4ee-08dc6854a5e4","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"ac48bb1e-e509-4cc4-5a40-08dc6854a5a7","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"c4aad16d-333e-49ee-21e3-08dc6854a56e","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"981ae407-b2be-4eba-3b02-08dc6854a55d","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"80920d59-569d-4f7e-4bff-08dc6854a537","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"755ed1d6-93c1-416b-b84c-08dc6854a4e5","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"06d9e693-c537-4839-192b-08dc6854a490","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"7f2a5eac-097c-4225-a720-08dc6854a486","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"7fb5f870-8c1d-4731-8014-08dc6854a47f","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2792d1c7-84ac-4d45-e0df-08dc6854a448","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"c1ce2549-68c3-452b-2cf5-08dc6854a0fb","Reason: [{LED=550 5.7.1 TRANSPORT.RULES.RejectMessage; the message was rejected by organization policy};{MSG=};{FQDN=};{IP=};{LRT=}]"
"c1ce2549-68c3-452b-2cf5-08dc6854a0fb","Reason: [{LED=550 5.7.1 TRANSPORT.RULES.RejectMessage; the message was rejected by organization policy};{MSG=};{FQDN=};{IP=};{LRT=}]"
"46f7da0c-c0ab-4d89-a6cd-08dc6854a0bc","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2472b296-4d83-46b3-1e55-08dc6854a001","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"56748d99-9b4c-4644-8c49-08dc68549f42","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"3e5413a2-dc0c-4d56-05d4-08dc68549ce0","Reason: [{LED=250 2.1.5 RESOLVER.OOF.ExtToInt; handled external OOF addressed to internal recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"b0d45982-895d-4586-a692-08dc68549b07","Reason: [{LED=550 5.7.133 RESOLVER.RST.SenderNotAuthenticatedForGroup; authentication required; Delivery restriction check failed because the sender was not authenticated when sending to this group};{MSG=};{FQDN=};{IP=};{LRT=}]"
"3e08656b-d5c2-411a-3d85-08dc68549717","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"a6711d8f-3f3e-4afe-3e71-08dc6854964a","Reason: [{LED=250 2.1.5 RESOLVER.OOF.ExtToInt; handled external OOF addressed to internal recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"a6711d8f-3f3e-4afe-3e71-08dc6854964a","Reason: [{LED=250 2.1.5 RESOLVER.OOF.ExtToInt; handled external OOF addressed to internal recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
