"MessageTraceId","Detail"
"faf2883a-ec4a-4e6f-c853-08dc69e6fcc0","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"bcf4ac16-22e0-4bd1-70b6-08dc69e6fbaf","Reason: [{LED=550 5.7.51 TenantInboundAttribution; There is a partner connector configured that matched the message's recipient domain. The connector had either the RestrictDomainsToIPAddresses or RestrictDomainsToCertificate set [ME3AUS01FT022.eop-AUS01.prod.protection.outlook.com 2024-05-01T14:00:01.115Z 08DC64FE4A138F14]};{. OutboundProxyTargetIP: 104.47.71.202. OutboundProxyTargetHostName: anz.mail.protection.outlook.com"
"b0574b81-7ad4-4b1f-fcb3-08dc69e6faea","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"ff6dfbe3-d876-4847-a5d3-08dc69e6f414","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"a82ba0fd-45fe-4572-12ec-08dc69e6f3e1","Reason: [Stage: DeliverPreDelivery];StoreDriver.Rules; message is deleted by mailbox rules"
"4ed0e6f3-2fae-48e8-62ca-08dc69e6ed32","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"724e2957-a53c-4a10-6f20-08dc69e6eaa9","Reason: [{LED=250 2.1.5 RESOLVER.OOF.ExtToInt; handled external OOF addressed to internal recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"99365ff5-aa75-4c5b-b590-08dc69e6e666","Reason: [{LED=250 2.1.5 RESOLVER.OOF.ExtToInt; handled external OOF addressed to internal recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"f26cb84e-bbba-4231-9519-08dc69e6e61c","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"6e96c6b0-3b23-481a-059c-08dc69e6e3ec","Reason: [{LED=250 2.1.5 RESOLVER.OOF.ExtToInt; handled external OOF addressed to internal recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"b354f6af-3b5e-49a0-b4b2-08dc69e6e118","Reason: [{LED=550-5.7.137 RESOLVER.GRP.ExpansionBlockedForGroup; Group expansion is not allowed for the messages of type {0} 550 5.7.137 PlannerComment};{MSG=};{FQDN=};{IP=};{LRT=}]"
"6d546d84-a6c0-4ded-2446-08dc69e6e0be","Reason: [{LED=250 2.1.5 RESOLVER.OOF.ExtToInt; handled external OOF addressed to internal recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"033cc2ad-da11-46e6-481b-08dc69e6e037","Reason: [{LED=250 2.1.5 RESOLVER.OOF.ExtToInt; handled external OOF addressed to internal recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"8c3c937e-5d10-4747-846b-08dc69e6e00d","Reason: [{LED=250 2.1.5 RESOLVER.OOF.ExtToInt; handled external OOF addressed to internal recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"c393e357-6cd6-4c45-2003-08dc69e6e009","Reason: [{LED=250 2.1.5 RESOLVER.OOF.ExtToInt; handled external OOF addressed to internal recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"93ecf8f0-019f-4c24-6c28-08dc69e6dfd8","Reason: [{LED=250 2.1.5 RESOLVER.OOF.ExtToInt; handled external OOF addressed to internal recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"aff31e97-1f96-4ec6-f4d0-08dc69e6df66","Reason: [Stage: DeliverPreDelivery];StoreDriver.Rules; message is deleted by mailbox rules"
"ebdebd1d-2d51-4bfe-fd74-08dc69e6dd16","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"89ff29a9-1094-495d-fd1e-08dc69e6cfb6","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"6ad34871-0ec7-487e-c976-08dc69e6ca59","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"e60031c3-a6d6-4a5e-f480-08dc69e6c8f3","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"77004b7d-d1a4-410e-4f1f-08dc69e6c6bc","Reason: [{LED=550 5.7.1 Message rejected due to unacceptable attachments};{MSG=};{FQDN=edge5.global.anz.com};{IP=203.110.235.206};{LRT=5/1/2024 1:58:28 PM}]. OutboundProxyTargetIP: 203.110.235.206. OutboundProxyTargetHostName: edge5.global.anz.com"
"1e437858-c66e-42aa-a0fd-08dc69e6c5b3","Reason: [{LED=550 5.7.1 Message rejected due to unacceptable attachments};{MSG=};{FQDN=edge5.global.anz.com};{IP=203.110.235.206};{LRT=5/1/2024 1:58:26 PM}]. OutboundProxyTargetIP: 203.110.235.206. OutboundProxyTargetHostName: edge5.global.anz.com"
"54bb47f4-20d1-4d2b-a261-08dc69e6c483","Reason: [{LED=550 5.7.133 RESOLVER.RST.SenderNotAuthenticatedForGroup; authentication required; Delivery restriction check failed because the sender was not authenticated when sending to this group};{MSG=};{FQDN=};{IP=};{LRT=}]"
"641e0b26-6b50-4d4d-366e-08dc69e6c215","Reason: [{LED=550 5.7.133 RESOLVER.RST.SenderNotAuthenticatedForGroup; authentication required; Delivery restriction check failed because the sender was not authenticated when sending to this group};{MSG=};{FQDN=};{IP=};{LRT=}]"
"dd54bb37-1bf8-417a-120a-08dc69e6c037","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"47adaf4a-1371-4400-29d9-08dc69e6bfd7","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"02b1b618-094d-48b6-0790-08dc69e6bd44","Reason: [{LED=550-5.7.137 RESOLVER.GRP.ExpansionBlockedForGroup; Group expansion is not allowed for the messages of type {0} 550 5.7.137 PlannerComment};{MSG=};{FQDN=};{IP=};{LRT=}]"
"9fcdf0f8-f918-45f1-01a7-08dc69e6bad9","Reason: [Stage: DeliverPreDelivery];StoreDriver.Rules; message is deleted by mailbox rules"
"9d5dc911-909d-4a7d-44fb-08dc69e6ba37","Reason: [{LED=250 2.1.5 RESOLVER.OOF.ExtToInt; handled external OOF addressed to internal recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"15ccd170-6137-4cb7-e91a-08dc69e6b71f","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
