"MessageTraceId","Detail"
"fcbc349d-a970-450f-3dde-08dc691dd1e3","Reason: [{LED=250 2.1.5 RESOLVER.OOF.ExtToInt; handled external OOF addressed to internal recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"93390364-d478-43be-d694-08dc691dcf25","Reason: [Stage: DeliverPreDelivery];StoreDriver.Rules; message is deleted by mailbox rules"
"e90ea4aa-6fc1-407e-7c3d-08dc691dcf11","Reason: [Stage: DeliverPreDelivery];StoreDriver.Rules; message is deleted by mailbox rules"
"70019c81-2647-45ef-2663-08dc691dcae4","Reason: [{LED=554 5.7.1 <bounce-v4f7-2469760952359195503@ml.howtoexcel.org>: Relay access denied};{MSG=};{FQDN=mx.mlsrv.io};{IP=35.246.138.165};{LRT=4/30/2024 1:59:47 PM}]. OutboundProxyTargetIP: 35.246.138.165. OutboundProxyTargetHostName: mx.mlsrv.io"
"0a100190-45df-4caa-c19f-08dc691dc8dd","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"90ccd1de-cfdf-43be-0e5b-08dc691dc710","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"31629b1e-10df-4fb9-063e-08dc691dc655","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"db913373-b402-4277-160e-08dc691dbfb9","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2b047ae0-7286-475f-2f04-08dc691dbd82","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"6272cd0f-c700-4c80-6ba5-08dc691dbcc9","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"36cdc6b4-93f5-4db7-0d9d-08dc691db927","Reason: [{LED=550 5.4.316 Message expired, connection refused};{MSG=Socket error code 10061};{FQDN=em6133.leadingvenuesoflondon.co.uk};{IP=70.35.199.17};{LRT=5/1/2024 1:52:21 PM}]. OutboundProxyTargetIP: 70.35.199.17. OutboundProxyTargetHostName: em6133.leadingvenuesoflondon.co.uk"
"e75bcf09-ba5a-4c29-76b0-08dc691db79f","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"8ea8b377-e71b-4440-db92-08dc691db67c","Reason: [Stage: DeliverPreDelivery];StoreDriver.Rules; message is deleted by mailbox rules"
"7f85b560-5fdf-44ed-dc33-08dc691db27e","Reason: [{LED=250 2.1.5 RESOLVER.OOF.ExtToInt; handled external OOF addressed to internal recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"113245c9-2a1c-4257-75a0-08dc691db27d","Reason: [Stage: OnCreatedEvent][Agent: Approval Processing Agent];APPROVAL.ApprovalRequestUpdated; approval request updated successfully"
"113245c9-2a1c-4257-75a0-08dc691db27d","Reason: [Stage: OnCreatedEvent][Agent: Approval Processing Agent];APPROVAL.ApprovalRequestUpdated; approval request updated successfully"
"113245c9-2a1c-4257-75a0-08dc691db27d","Reason: [Stage: OnCreatedEvent][Agent: Approval Processing Agent];APPROVAL.ApprovalRequestUpdated; approval request updated successfully"
"113245c9-2a1c-4257-75a0-08dc691db27d","Reason: [Stage: OnCreatedEvent][Agent: Approval Processing Agent];APPROVAL.ApprovalRequestUpdated; approval request updated successfully"
"3d23a9f6-dab9-4f72-1c6b-08dc691db268","Reason: [Stage: DeliverPreDelivery];StoreDriver.Rules; message is deleted by mailbox rules"
"c11cce5c-5ec9-46be-6140-08dc691db0cc","Reason: [{LED=550 5.4.312 Message expired, DNS query failed};{MSG=InfoNoRecords};{FQDN=corptst.anz.com};{IP=0.0.0.0};{LRT=5/1/2024 1:54:22 PM}]. OutboundProxyTargetHostName: corptst.anz.com"
"10683506-4489-4e6c-9624-08dc691db0a1","Reason: [Stage: OnCreatedEvent][Agent: Approval Processing Agent];APPROVAL.DecisionMarked; decision marked OK."
"5ccb536e-1f3a-47d5-fcc9-08dc691dad08","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"eb8c5182-af8b-413f-88a1-08dc691dab47","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"222d9add-28c7-4400-2bde-08dc691dab1c","Reason: [{LED=550 5.7.133 RESOLVER.RST.SenderNotAuthenticatedForGroup; authentication required; Delivery restriction check failed because the sender was not authenticated when sending to this group};{MSG=};{FQDN=};{IP=};{LRT=}]"
"d56e4966-1904-4bfb-8e97-08dc691daa64","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2260efd7-3d05-40bc-d43e-08dc691daa10","Reason: [Stage: DeliverPreDelivery];StoreDriver.Rules; message is deleted by mailbox rules"
"e12b2a77-ad84-4707-1922-08dc691da7b6","Reason: [{LED=554 5.2.2 mailbox full; STOREDRV.Deliver.Exception:QuotaExceededException.MapiExceptionShutoffQuotaExceeded; Failed to process message due to a permanent exception with message [BeginDiagnosticData]The process failed to get the correct properties. 1.84300:01000000, 1.84300:02000000, 1.84300:9F000000, 1.84300:A100"
"21f0a903-8800-46c6-21a7-08dc691da69a","Reason: [{LED=550 5.7.133 RESOLVER.RST.SenderNotAuthenticatedForGroup; authentication required; Delivery restriction check failed because the sender was not authenticated when sending to this group};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2cfdfd93-e9b0-4d1b-de1b-08dc691da687","Reason: [{LED=250 2.1.5 RESOLVER.GRP.Expanded; distribution list expanded};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2cfdfd93-e9b0-4d1b-de1b-08dc691da687","Reason: [{LED=250 2.1.5 RESOLVER.GRP.Expanded; distribution list expanded};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2cfdfd93-e9b0-4d1b-de1b-08dc691da687","Reason: [{LED=250 2.1.5 RESOLVER.GRP.Expanded; distribution list expanded};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2cfdfd93-e9b0-4d1b-de1b-08dc691da687","Reason: [{LED=250 2.1.5 RESOLVER.GRP.Expanded; distribution list expanded};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2cfdfd93-e9b0-4d1b-de1b-08dc691da687","Reason: [{LED=250 2.1.5 RESOLVER.GRP.Expanded; distribution list expanded};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2cfdfd93-e9b0-4d1b-de1b-08dc691da687","Reason: [{LED=250 2.1.5 RESOLVER.GRP.Expanded; distribution list expanded};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2cfdfd93-e9b0-4d1b-de1b-08dc691da687","Reason: [{LED=250 2.1.5 RESOLVER.GRP.Expanded; distribution list expanded};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2cfdfd93-e9b0-4d1b-de1b-08dc691da687","Reason: [{LED=250 2.1.5 RESOLVER.GRP.Expanded; distribution list expanded};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2cfdfd93-e9b0-4d1b-de1b-08dc691da687","Reason: [{LED=250 2.1.5 RESOLVER.GRP.Expanded; distribution list expanded};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2cfdfd93-e9b0-4d1b-de1b-08dc691da687","Reason: [{LED=250 2.1.5 RESOLVER.GRP.Expanded; distribution list expanded};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2cfdfd93-e9b0-4d1b-de1b-08dc691da687","Reason: [{LED=250 2.1.5 RESOLVER.GRP.Expanded; distribution list expanded};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2cfdfd93-e9b0-4d1b-de1b-08dc691da687","Reason: [{LED=250 2.1.5 RESOLVER.GRP.Expanded; distribution list expanded};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2cfdfd93-e9b0-4d1b-de1b-08dc691da687","Reason: [{LED=250 2.1.5 RESOLVER.GRP.Expanded; distribution list expanded};{MSG=};{FQDN=};{IP=};{LRT=}]"
"fb52de0e-4b2a-44bc-70e1-08dc691da3f7","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"27786c8d-6776-4f02-7238-08dc691da242","Reason: [{LED=550 5.4.312 Message expired, DNS query failed};{MSG=InfoNoRecords};{FQDN=corptst.anz.com};{IP=0.0.0.0};{LRT=5/1/2024 1:57:30 PM}]. OutboundProxyTargetHostName: corptst.anz.com"
"7136e4f1-fa65-41e3-02e2-08dc691da212","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2ccb095f-53a6-44a5-4af7-08dc691d9c9d","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"4f15c512-8350-4607-dd1a-08dc691d9b57","Reason: [Stage: DeliverPreDelivery];StoreDriver.Rules; message is deleted by mailbox rules"
"2fef23e7-3393-4047-f837-08dc691d90e3","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"5af3e957-3858-46cf-9949-08dc691d8f2c","Reason: [{LED=250 2.1.5 RESOLVER.OOF.ExtToInt; handled external OOF addressed to internal recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"2a98ba77-3dc2-4beb-7a7a-08dc691d8f24","Reason: [{LED=550 5.4.312 Message expired, DNS query failed};{MSG=InfoNoRecords};{FQDN=corptst.anz.com};{IP=0.0.0.0};{LRT=5/1/2024 1:49:30 PM}]. OutboundProxyTargetHostName: corptst.anz.com"
"887af456-4a9d-45c8-8a32-08dc691d8cc2","Reason: [{LED=550 5.1.11 RESOLVER.ADR.ExRecipNotFound; Recipient not found by Exchange Legacy encapsulated email address lookup};{MSG=};{FQDN=};{IP=};{LRT=}]"
"34ce6b02-76ce-478b-4b5a-08dc691d8bcb","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"aa885498-08c8-4ce1-604f-08dc691d88e3","Reason: [{LED=250 2.1.5 RESOLVER.OOF.ExtToInt; handled external OOF addressed to internal recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"c863179d-4d9c-449d-5975-08dc691d87e5","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"27d2ec86-7db9-44c0-eef7-08dc691d86a2","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"57b11e29-bcef-4abd-7212-08dc691d8479","Reason: [Stage: OnPromotedEvent][Agent: Transport Message Recall Agent];Message recall process complete, dropping the recall email. Result:SuccessAndAlreadyRead, Mbx:20b49b61-db5b-4a56-ae09-5c95f4808cb8, OriginalMessageId:<SYBPR01MB65113B2D187F535748BA7E51991A2@SYBPR01MB6511.ausprd01.prod.outlook.com>"
"57b11e29-bcef-4abd-7212-08dc691d8479","Reason: [Stage: OnPromotedEvent][Agent: Transport Message Recall Agent];Message recall process complete, dropping the recall email. Result:SuccessAndAlreadyRead, Mbx:3ab920c2-0355-4f3f-9e19-3676abb753cf, OriginalMessageId:<SYBPR01MB65113B2D187F535748BA7E51991A2@SYBPR01MB6511.ausprd01.prod.outlook.com>"
"57b11e29-bcef-4abd-7212-08dc691d8479","Reason: [Stage: OnPromotedEvent][Agent: Transport Message Recall Agent];Message recall process complete, dropping the recall email. Result:Success, Mbx:bab82f60-2c05-495e-835d-c8c3ac420fc8, OriginalMessageId:<SYBPR01MB65113B2D187F535748BA7E51991A2@SYBPR01MB6511.ausprd01.prod.outlook.com>"
"57b11e29-bcef-4abd-7212-08dc691d8479","Reason: [Stage: OnPromotedEvent][Agent: Transport Message Recall Agent];Message recall process complete, dropping the recall email. Result:Success, Mbx:bb711549-fac6-49bf-8704-01d1462e896c, OriginalMessageId:<SYBPR01MB65113B2D187F535748BA7E51991A2@SYBPR01MB6511.ausprd01.prod.outlook.com>"
"57b11e29-bcef-4abd-7212-08dc691d8479","Reason: [Stage: OnPromotedEvent][Agent: Transport Message Recall Agent];Message recall process complete, dropping the recall email. Result:SuccessAndAlreadyRead, Mbx:214b5bec-ebd4-4222-8635-b8c620986391, OriginalMessageId:<SYBPR01MB65113B2D187F535748BA7E51991A2@SYBPR01MB6511.ausprd01.prod.outlook.com>"
"25872c68-9a83-47dd-e9d3-08dc691d8305","Reason: [{LED=250 2.1.5 RESOLVER.OOF.IntToExt; handled internal OOF addressed to external recipient};{MSG=};{FQDN=};{IP=};{LRT=}]"
"ef410e84-d87e-49ec-47f9-08dc691d82de","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"ff34f3c4-47cd-4413-8264-08dc691d825a","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"bbc97ec3-c490-4b8f-a952-08dc691d81dc","Reason: [{LED=550 4.3.2 QUEUE.TransportAgent; message deleted by transport agent};{MSG=};{FQDN=};{IP=};{LRT=}]"
"91ea59c7-95e8-4a62-92e0-08dc691d81b4","Reason: [Stage: OnPromotedEvent][Agent: Transport Message Recall Agent];Message recall process complete, dropping the recall email. Result:Success, Mbx:37863a8a-3060-4ea1-a33f-d681e7c494df, OriginalMessageId:<SYBPR01MB65273286A59D8FA2E1A9D947F71A2@SYBPR01MB6527.ausprd01.prod.outlook.com>"
"91ea59c7-95e8-4a62-92e0-08dc691d81b4","Reason: [Stage: OnPromotedEvent][Agent: Transport Message Recall Agent];Message recall process complete, dropping the recall email. Result:Success, Mbx:ded889d2-574b-497e-acda-0fbee2171af7, OriginalMessageId:<SYBPR01MB65273286A59D8FA2E1A9D947F71A2@SYBPR01MB6527.ausprd01.prod.outlook.com>"
"91ea59c7-95e8-4a62-92e0-08dc691d81b4","Reason: [Stage: OnPromotedEvent][Agent: Transport Message Recall Agent];Message recall process complete, dropping the recall email. Result:Success, Mbx:f7323991-067a-4abd-8319-41b079e141d2, OriginalMessageId:<SYBPR01MB65273286A59D8FA2E1A9D947F71A2@SYBPR01MB6527.ausprd01.prod.outlook.com>"
"91ea59c7-95e8-4a62-92e0-08dc691d81b4","Reason: [Stage: OnPromotedEvent][Agent: Transport Message Recall Agent];Message recall process complete, dropping the recall email. Result:Success, Mbx:16426b1f-2b66-48b4-9891-4a1c2ef2265c, OriginalMessageId:<SYBPR01MB65273286A59D8FA2E1A9D947F71A2@SYBPR01MB6527.ausprd01.prod.outlook.com>"
"91ea59c7-95e8-4a62-92e0-08dc691d81b4","Reason: [Stage: OnPromotedEvent][Agent: Transport Message Recall Agent];Message recall process complete, dropping the recall email. Result:Success, Mbx:597954b2-6314-4953-b765-55ec8e160601, OriginalMessageId:<SYBPR01MB65273286A59D8FA2E1A9D947F71A2@SYBPR01MB6527.ausprd01.prod.outlook.com>"
"91ea59c7-95e8-4a62-92e0-08dc691d81b4","Reason: [Stage: OnPromotedEvent][Agent: Transport Message Recall Agent];Message recall process complete, dropping the recall email. Result:Success, Mbx:dd8ddc0c-c601-43ec-a5e6-eb64558eccc1, OriginalMessageId:<SYBPR01MB65273286A59D8FA2E1A9D947F71A2@SYBPR01MB6527.ausprd01.prod.outlook.com>"
"e2c0f01b-5bcd-4c66-3e50-08dc691d818e","Reason: [{LED=554 5.2.2 mailbox full; STOREDRV.Deliver.Exception:QuotaExceededException.MapiExceptionShutoffQuotaExceeded; Failed to process message due to a permanent exception with message [BeginDiagnosticData]The process failed to get the correct properties. 1.84300:01000000, 1.84300:02000000, 1.84300:9F000000, 1.84300:A100"
"24b08ab3-a6d9-47e5-9e23-08dc691d8101","Reason: [{LED=554 5.2.2 mailbox full; STOREDRV.Deliver.Exception:QuotaExceededException.MapiExceptionShutoffQuotaExceeded; Failed to process message due to a permanent exception with message [BeginDiagnosticData]The process failed to get the correct properties. 1.84300:01000000, 1.84300:02000000, 1.84300:9F000000, 1.84300:A100"
"07c1bc2c-6071-41be-51c4-08dc691d8075","Reason: [{LED=554 5.2.2 mailbox full; STOREDRV.Deliver.Exception:QuotaExceededException.MapiExceptionShutoffQuotaExceeded; Failed to process message due to a permanent exception with message [BeginDiagnosticData]The process failed to get the correct properties. 1.84300:01000000, 1.84300:02000000, 1.84300:9F000000, 1.84300:A100"
